"","dbn","location_category_description","longitude","latitude","school_name","total_enrollment","n_female","p_female","n_male","p_male","n_asian","p_asian","n_black","p_black","n_hispanic","p_hispanic","n_multi_racial","p_multi_racial","n_native_american","p_native_american","n_white","p_white","n_missing_race_ethnicity_data","p_missing_race_ethnicity_data","n_students_with_disabilities","p_students_with_disabilities","n_english_language_learners","p_english_language_learners","n_poverty","p_poverty","economic_need_index","row_id"
"1623","11X275","High school",-73.861649,40.875172,"High School of Computers and Technology",543,86,15.8,457,84.2,45,8.3,198,36.5,277,51,1,0.2,8,1.5,11,2,3,0.6,135,24.9,49,9,"425",78.3,84,1623
"1624","07X259","High school",-73.907528,40.810671,"H.E.R.O. High (Health, Education, and Research Occ",532,361,67.9,171,32.1,15,2.8,194,36.5,313,58.8,0,0,2,0.4,7,1.3,1,0.2,121,22.7,44,8.3,"445",83.6,88.5,1624
"1625","09X260","High school",-73.902794,40.833884,"Bronx Center for Science and Mathematics",441,230,52.2,211,47.8,30,6.8,97,22,293,66.4,2,0.5,5,1.1,11,2.5,3,0.7,92,20.9,23,5.2,"372",84.4,82.7,1625
"1626","09X260","High school",-73.902794,40.833884,"Bronx Center for Science and Mathematics",441,230,52.2,211,47.8,30,6.8,97,22,293,66.4,2,0.5,5,1.1,11,2.5,3,0.7,92,20.9,23,5.2,"372",84.4,82.7,1626
"1627","09X263","High school",-73.901774,40.839508,"Validus Preparatory Academy",359,184,51.3,175,48.7,1,0.3,126,35.1,230,64.1,1,0.3,0,0,0,0,1,0.3,93,25.9,42,11.7,"340",94.7,94.2,1627
"1628","10X264","High school",-73.882487,40.855392,"Bronx Academy for Software Engineering (BASE)",396,82,20.7,314,79.3,21,5.3,109,27.5,249,62.9,0,0,2,0.5,11,2.8,4,1,109,27.5,37,9.3,"309",78,83.3,1628
"1629","11X265","High school",-73.861649,40.875172,"Bronx Lab School",343,134,39.1,209,60.9,7,2,131,38.2,182,53.1,0,0,6,1.7,16,4.7,1,0.3,91,26.5,56,16.3,"299",87.2,91.7,1629
"1630","12X267","Secondary School",-73.900593,40.826933,"Bronx Latin",531,244,46,287,54,11,2.1,105,19.8,405,76.3,2,0.4,2,0.4,6,1.1,0,0,137,25.8,55,10.4,"Above 95%",95,90.7,1630
"1631","10X268","High school",-73.897066,40.869061,"Kingsbridge International High School",434,203,46.8,231,53.2,11,2.5,10,2.3,403,92.9,0,0,4,0.9,6,1.4,0,0,21,4.8,376,86.6,"Above 95%",95,95,1631
"1632","08X269","Secondary School",-73.892961,40.820388,"Bronx Studio School for Writers and Artists",611,326,53.4,285,46.6,4,0.7,124,20.3,473,77.4,0,0,0,0,9,1.5,1,0.2,171,28,75,12.3,"535",87.6,92.4,1632
"1633","11X270","High school",-73.852714,40.888242,"Academy for Scholarship and Entrepreneurship: A Co",363,177,48.8,186,51.2,1,0.3,233,64.2,112,30.9,1,0.3,3,0.8,13,3.6,0,0,71,19.6,21,5.8,"286",78.8,80.5,1633
"1634","12X271","Secondary School",-73.887688,40.836821,"East Bronx Academy for the Future",647,316,48.8,331,51.2,21,3.2,167,25.8,437,67.5,2,0.3,12,1.9,4,0.6,4,0.6,184,28.4,88,13.6,"589",91,94.3,1634
"1635","12X273","Junior High-Intermediate-Middle",-73.888987,40.848748,"Frederick Douglass Academy V. Middle School",182,91,50,91,50,2,1.1,50,27.5,126,69.2,1,0.5,1,0.5,2,1.1,0,0,55,30.2,29,15.9,"170",93.4,95,1635
"1636","09X274","Elementary",-73.9216,40.8524,"The New American Academy at Roberto Clemente State",624,304,48.7,320,51.3,1,0.2,228,36.5,381,61.1,1,0.2,7,1.1,6,1,0,0,175,28,81,13,"Above 95%",95,95,1636
"1637","07X277","Elementary",-73.913872,40.813385,"P.S. 277",438,203,46.3,235,53.7,3,0.7,110,25.1,312,71.2,1,0.2,10,2.3,2,0.5,0,0,98,22.4,65,14.8,"403",92,93.3,1637
"1638","10X279","K-8",-73.904958,40.854666,"P.S. 279 Captain Manuel Rivera, Jr.",952,455,47.8,497,52.2,31,3.3,156,16.4,751,78.9,5,0.5,4,0.4,5,0.5,0,0,204,21.4,254,26.7,"Above 95%",95,95,1638
"1639","10X280","K-8",-73.881245,40.876819,"P.S./M.S. 280 Mosholu Parkway",802,385,48,417,52,73,9.1,64,8,623,77.7,2,0.2,3,0.4,37,4.6,0,0,238,29.7,143,17.8,"753",93.9,91.5,1639
"1640","10X280","K-8",-73.881245,40.876819,"P.S./M.S. 280 Mosholu Parkway",802,385,48,417,52,73,9.1,64,8,623,77.7,2,0.2,3,0.4,37,4.6,0,0,238,29.7,143,17.8,"753",93.9,91.5,1640
"1641","08X282","High school",-73.85607,40.815043,"Women's Academy of Excellence",230,230,100,0,0,18,7.8,77,33.5,99,43,2,0.9,3,1.3,30,13,1,0.4,45,19.6,48,20.9,"215",93.5,94.5,1641
"1642","10X284","High school",-73.912686,40.877379,"Bronx School of Law and Finance",392,199,50.8,193,49.2,4,1,74,18.9,299,76.3,1,0.3,2,0.5,10,2.6,2,0.5,81,20.7,99,25.3,"346",88.3,90.7,1642
"1643","12X286","Junior High-Intermediate-Middle",-73.88654,40.831493,"Fannie Lou Hamer Middle School",284,129,45.4,155,54.6,3,1.1,76,26.8,193,68,0,0,3,1.1,9,3.2,0,0,66,23.2,49,17.3,"247",87,91.3,1643
"1644","11X287","Junior High-Intermediate-Middle",-73.860126,40.880649,"North Bronx School of Empowerment",513,236,46,277,54,13,2.5,273,53.2,197,38.4,4,0.8,9,1.8,16,3.1,1,0.2,131,25.5,81,15.8,"451",87.9,89.8,1644
"1645","11X288","High school",-73.860729,40.860443,"Collegiate Institute for Math and Science",569,246,43.2,323,56.8,69,12.1,187,32.9,220,38.7,0,0,9,1.6,82,14.4,2,0.4,92,16.2,18,3.2,"425",74.7,74.4,1645
"1646","11X290","High school",-73.861649,40.875172,"Bronx Academy of Health Careers",359,245,68.2,114,31.8,8,2.2,153,42.6,186,51.8,4,1.1,2,0.6,5,1.4,1,0.3,74,20.6,38,10.6,"301",83.8,87.9,1646
"1647","10X291","Elementary",-73.909763,40.859243,"P.S. 291",576,279,48.4,297,51.6,2,0.3,44,7.6,528,91.7,0,0,0,0,2,0.3,0,0,115,20,160,27.8,"Above 95%",95,93.4,1647
"1648","08X293","High school",-73.839583,40.839775,"Renaissance High School for Musical Theater and th",431,255,59.2,176,40.8,16,3.7,100,23.2,281,65.2,1,0.2,5,1.2,27,6.3,1,0.2,94,21.8,17,3.9,"335",77.7,82.4,1648
"1649","09X294","Elementary",-73.915879,40.8404,"The Walton Avenue School",476,238,50,238,50,2,0.4,67,14.1,389,81.7,3,0.6,7,1.5,8,1.7,0,0,127,26.7,85,17.9,"445",93.5,95,1649
"1650","07X296","Junior High-Intermediate-Middle",-73.905389,40.818703,"South Bronx Academy for Applied Media",216,101,46.8,115,53.2,2,0.9,68,31.5,139,64.4,0,0,5,2.3,2,0.9,0,0,72,33.3,30,13.9,"198",91.7,93.2,1650
"1651","09X297","High school",-73.90392,40.827455,"Morris Academy for Collaborative Studies",432,225,52.1,207,47.9,6,1.4,109,25.2,309,71.5,0,0,3,0.7,5,1.2,0,0,107,24.8,56,13,"Above 95%",95,94.4,1651
"1652","07X298","Junior High-Intermediate-Middle",-73.905389,40.818703,"Academy of Public Relations",250,109,43.6,141,56.4,0,0,59,23.6,188,75.2,0,0,2,0.8,1,0.4,0,0,89,35.6,71,28.4,"Above 95%",95,95,1652
"1653","11X299","High school",-73.860729,40.860443,"Astor Collegiate Academy",483,212,43.9,271,56.1,37,7.7,131,27.1,232,48,2,0.4,7,1.4,65,13.5,9,1.9,98,20.3,36,7.5,"393",81.4,77.9,1653
"1654","12X300","Elementary",-73.886721,40.846128,"The School of Science and Applied Learning",550,282,51.3,268,48.7,5,0.9,191,34.7,338,61.5,1,0.2,5,0.9,10,1.8,0,0,178,32.4,66,12,"517",94,95,1654
"1655","08X301","Junior High-Intermediate-Middle",-73.906739,40.822291,"M.S. 301 Paul L. Dunbar",199,92,46.2,107,53.8,0,0,95,47.7,91,45.7,1,0.5,6,3,5,2.5,1,0.5,49,24.6,43,21.6,"Above 95%",95,95,1655
"1656","08X302","Junior High-Intermediate-Middle",-73.901599,40.816078,"M.S. 302 Luisa Dessus Cruz",484,208,43,276,57,1,0.2,89,18.4,386,79.8,1,0.2,3,0.6,4,0.8,0,0,138,28.5,97,20,"Above 95%",95,95,1656
"1657","09X303","Junior High-Intermediate-Middle",-73.915217,40.849416,"I.S. X303 Leadership & Community Service",315,150,47.6,165,52.4,3,1,88,27.9,219,69.5,1,0.3,1,0.3,3,1,0,0,110,34.9,31,9.8,"Above 95%",95,94.7,1657
"1658","08X304","Elementary",-73.829211,40.82708,"P.S. 304 Early Childhood School",519,249,48,270,52,36,6.9,44,8.5,352,67.8,6,1.2,2,0.4,79,15.2,0,0,97,18.7,18,3.5,"362",69.7,52.9,1658
"1659","10X306","Elementary",-73.910827,40.850722,"P.S. 306",605,300,49.6,305,50.4,8,1.3,153,25.3,438,72.4,2,0.3,1,0.2,3,0.5,0,0,116,19.2,99,16.4,"555",91.7,95,1659
"1660","10X307","Elementary",-73.901821,40.869142,"Luisa Pineiro Fuentes School of Science and Discov",301,140,46.5,161,53.5,20,6.6,20,6.6,255,84.7,0,0,0,0,6,2,0,0,56,18.6,126,41.9,"256",85,89.2,1660
"1661","10X308","Junior High-Intermediate-Middle",-73.878051,40.885428,"Bronx Dance Academy School",261,199,76.2,62,23.8,4,1.5,47,18,204,78.2,0,0,0,0,6,2.3,0,0,60,23,17,6.5,"238",91.2,89.4,1661
"1662","84X309","Elementary",-73.918037,40.803052,"South Bronx Charter School for International Cultu",469,250,53.3,219,46.7,2,0.4,72,15.4,389,82.9,0,0,1,0.2,5,1.1,0,0,22,4.7,150,32,"433",92.3,90.7,1662
"1663","10X310","Elementary",-73.905547,40.872477,"P.S. 310 Marble Hill",655,342,52.2,313,47.8,12,1.8,52,7.9,571,87.2,5,0.8,1,0.2,14,2.1,0,0,115,17.6,107,16.3,"612",93.4,91.6,1663
"1664","09X311","Elementary",-73.915879,40.8404,"Lucero Elementary School",359,175,48.7,184,51.3,0,0,27,7.5,328,91.4,2,0.6,0,0,2,0.6,0,0,85,23.7,144,40.1,"Above 95%",95,95,1664
"1665","08X312","High school",-73.85593,40.821218,"Millennium Art Academy",406,238,58.6,168,41.4,6,1.5,105,25.9,278,68.5,1,0.2,5,1.2,11,2.7,0,0,98,24.1,19,4.7,"324",79.8,85.5,1665
"1666","09X313","Junior High-Intermediate-Middle",-73.904353,40.840536,"I.S. 313 School of Leadership Development",268,104,38.8,164,61.2,2,0.7,67,25,195,72.8,0,0,2,0.7,2,0.7,0,0,68,25.4,93,34.7,"247",92.2,95,1666
"1667","12X314","Elementary",-73.886995,40.834188,"Fairmont Neighborhood School",279,144,51.6,135,48.4,0,0,102,36.6,171,61.3,0,0,1,0.4,5,1.8,0,0,88,31.5,35,12.5,"265",95,95,1667
"1668","10X315","K-8",-73.900068,40.873659,"P.S. 315 Lab School",228,119,52.2,109,47.8,4,1.8,28,12.3,191,83.8,1,0.4,1,0.4,3,1.3,0,0,38,16.7,32,14,"213",93.4,92,1668
"1669","12X316","Junior High-Intermediate-Middle",-73.886721,40.846128,"Kappa III",363,166,45.7,197,54.3,8,2.2,91,25.1,255,70.2,1,0.3,5,1.4,3,0.8,0,0,99,27.3,34,9.4,"331",91.2,92.6,1669
"1670","12X318","Junior High-Intermediate-Middle",-73.890145,40.843705,"I.S. X318 Math, Science & Technology Through Arts",226,101,44.7,125,55.3,0,0,79,35,144,63.7,0,0,1,0.4,2,0.9,0,0,69,30.5,36,15.9,"Above 95%",95,94.7,1670
"1671","10X319","High school",-73.893744,40.848385,"Providing Urban Learners Success In Education High",237,106,44.7,131,55.3,0,0,14,5.9,146,61.6,0,0,77,32.5,0,0,0,0,47,19.8,26,11,"216",91.1,91.8,1671
"1672","08X320","High school",-73.839583,40.839775,"Pelham Lab High School",450,205,45.6,245,54.4,34,7.6,101,22.4,278,61.8,1,0.2,8,1.8,27,6,1,0.2,90,20,65,14.4,"360",80,85.1,1672
"1673","09X323","Junior High-Intermediate-Middle",-73.91435,40.832022,"Bronx Writing Academy",383,193,50.4,190,49.6,6,1.6,112,29.2,253,66.1,1,0.3,1,0.3,10,2.6,0,0,101,26.4,105,27.4,"Above 95%",95,95,1673
"1674","09X324","Secondary School",-73.917705,40.828009,"Bronx Early College Academy for Teaching & Learnin",466,226,48.5,240,51.5,10,2.1,127,27.3,320,68.7,0,0,3,0.6,6,1.3,0,0,108,23.2,38,8.2,"408",87.6,90.8,1674
"1675","11X326","Junior High-Intermediate-Middle",-73.865028,40.862098,"Bronx Green Middle School",415,198,47.7,217,52.3,16,3.9,83,20,242,58.3,5,1.2,2,0.5,67,16.1,0,0,82,19.8,79,19,"378",91.1,86.3,1675
"1676","09X327","Secondary School",-73.916084,40.842503,"Comprehensive Model School Project M.S. 327",708,342,48.3,366,51.7,3,0.4,127,17.9,571,80.6,2,0.3,0,0,5,0.7,0,0,186,26.3,75,10.6,"632",89.3,92.2,1676
"1677","09X328","Junior High-Intermediate-Middle",-73.914067,40.827438,"New Millennium Bronx Academy of the Arts",320,149,46.6,171,53.4,4,1.3,121,37.8,190,59.4,0,0,0,0,5,1.6,0,0,86,26.9,68,21.3,"300",93.8,95,1677
"1678","09X329","High school",-73.911366,40.839307,"DreamYard Preparatory School",271,154,56.8,117,43.2,2,0.7,73,26.9,192,70.8,0,0,0,0,4,1.5,0,0,62,22.9,55,20.3,"243",89.7,94.8,1678
"1679","10X331","Junior High-Intermediate-Middle",-73.910827,40.850722,"The Bronx School of Young Leaders",441,226,51.2,215,48.8,9,2,106,24,317,71.9,2,0.5,1,0.2,6,1.4,0,0,116,26.3,81,18.4,"389",88.2,93.4,1679
"1680","08X333","Elementary",-73.898399,40.820108,"The Longwood Academy of Discovery",582,289,49.7,293,50.3,4,0.7,121,20.8,440,75.6,0,0,3,0.5,14,2.4,0,0,175,30.1,120,20.6,"Above 95%",95,95,1680
"1681","07X334","High school",-73.918774,40.810314,"International Community High School",410,206,50.2,204,49.8,15,3.7,63,15.4,314,76.6,2,0.5,8,2,8,2,0,0,35,8.5,353,86.1,"Above 95%",95,95,1681
"1682","08X337","Junior High-Intermediate-Middle",-73.874162,40.824989,"The School for Inquiry and Social Justice",494,229,46.4,265,53.6,8,1.6,102,20.6,366,74.1,3,0.6,7,1.4,8,1.6,0,0,114,23.1,50,10.1,"406",82.2,87.1,1682
"1683","09X339","Junior High-Intermediate-Middle",-73.904353,40.840536,"I.S. 339",422,197,46.7,225,53.3,2,0.5,122,28.9,294,69.7,0,0,1,0.2,3,0.7,0,0,123,29.1,123,29.1,"Above 95%",95,95,1683
"1684","10X340","Elementary",-73.897171,40.869407,"P.S. 340",574,277,48.3,297,51.7,9,1.6,49,8.5,505,88,1,0.2,1,0.2,9,1.6,0,0,159,27.7,155,27,"510",88.9,91.3,1684
"1685","12X341","Junior High-Intermediate-Middle",-73.894368,40.822056,"Accion Academy",384,195,50.8,189,49.2,4,1,85,22.1,284,74,2,0.5,4,1,5,1.3,0,0,101,26.3,101,26.3,"Above 95%",95,95,1685
"1686","10X342","Secondary School",-73.897066,40.869061,"International School for Liberal Arts",508,254,50,254,50,0,0,0,0,508,100,0,0,0,0,0,0,0,0,50,9.8,355,69.9,"Above 95%",95,95,1686
"1687","07X343","Junior High-Intermediate-Middle",-73.918774,40.810314,"Academy of Applied Mathematics and Technology",301,126,41.9,175,58.1,8,2.7,83,27.6,203,67.4,0,0,1,0.3,5,1.7,1,0.3,85,28.2,32,10.6,"Above 95%",95,95,1687
"1688","10X344","Elementary",-73.891664,40.883049,"Ampark Neighborhood",388,175,45.1,213,54.9,14,3.6,54,13.9,243,62.6,15,3.9,4,1,58,14.9,0,0,101,26,11,2.8,"199",51.3,51.1,1688
"1689","84X345","K-12 all grades",-73.885284,40.815827,"Hyde Leadership Charter School",977,472,48.3,505,51.7,4,0.4,275,28.1,685,70.1,3,0.3,2,0.2,8,0.8,0,0,240,24.6,148,15.1,"888",90.9,88.2,1689
"1690","84X346","K-8",-73.894368,40.822056,"South Bronx Classical Charter School",480,239,49.8,241,50.2,16,3.3,189,39.4,261,54.4,1,0.2,3,0.6,10,2.1,0,0,52,10.8,92,19.2,"413",86,83.4,1690
"1691","84X347","High school",-73.909955,40.880853,"International Leadership Charter High School",366,199,54.4,167,45.6,8,2.2,46,12.6,287,78.4,0,0,9,2.5,7,1.9,9,2.5,58,15.8,33,9,"320",87.4,84.9,1691
"1692","08X348","High school",-73.839583,40.839775,"Schuylerville Preparatory High School",383,163,42.6,220,57.4,34,8.9,98,25.6,220,57.4,0,0,5,1.3,25,6.5,1,0.3,88,23,57,14.9,"302",78.9,84.2,1692
"1693","08X349","High school",-73.839583,40.839775,"Bronx River High School",460,180,39.1,280,60.9,30,6.5,120,26.1,266,57.8,0,0,12,2.6,32,7,0,0,120,26.1,69,15,"372",80.9,84.7,1693
"1694","09X350","Secondary School",-73.911366,40.839307,"New Directions Secondary School",197,80,40.6,117,59.4,2,1,45,22.8,142,72.1,0,0,6,3,2,1,0,0,51,25.9,96,48.7,"Above 95%",95,95,1694
"1695","10X351","High school",-73.889011,40.879958,"Bronx Collaborative High School",561,282,50.3,279,49.7,18,3.2,157,28,355,63.3,3,0.5,5,0.9,21,3.7,2,0.4,121,21.6,96,17.1,"456",81.3,87.2,1695
"1696","75X352","K-8",-73.882531,40.840445,"The Vida Bogart School for All Children",585,137,23.4,448,76.6,23,3.9,199,34,331,56.6,7,1.2,8,1.4,17,2.9,0,0,584,99.8,94,16.1,"537",91.8,94,1696
"1697","10X353","High school",-73.889011,40.879958,"World View High School",583,329,56.4,254,43.6,11,1.9,131,22.5,419,71.9,2,0.3,6,1,5,0.9,9,1.5,116,19.9,136,23.3,"461",79.1,83.8,1697
"1698","11X355","Junior High-Intermediate-Middle",-73.839682,40.886002,"Bronx Alliance Middle School",313,160,51.1,153,48.9,6,1.9,209,66.8,95,30.4,0,0,0,0,3,1,0,0,82,26.2,12,3.8,"268",85.6,87.1,1698
"1699","11X357","Elementary",-73.863733,40.854423,"Young Voices Academy of the Bronx",430,223,51.9,207,48.1,56,13,29,6.7,276,64.2,1,0.2,2,0.5,66,15.3,0,0,59,13.7,78,18.1,"345",80.2,80.7,1699
"1700","07X359","Elementary",-73.922527,40.823014,"Concourse Village Elementary School",339,178,52.5,161,47.5,4,1.2,108,31.9,221,65.2,0,0,1,0.3,5,1.5,0,0,63,18.6,27,8,"290",85.5,84.5,1700
"1701","10X360","Elementary",-73.902214,40.874717,"P.S. 360",389,187,48.1,202,51.9,4,1,47,12.1,331,85.1,0,0,1,0.3,6,1.5,0,0,84,21.6,73,18.8,"358",92,90.6,1701
"1702","09X361","Junior High-Intermediate-Middle",-73.927892,40.838232,"The Highbridge Green School",380,191,50.3,189,49.7,0,0,83,21.8,291,76.6,1,0.3,0,0,5,1.3,0,0,105,27.6,67,17.6,"Above 95%",95,95,1702
"1703","84X362","K-8",-73.877274,40.822522,"Icahn Charter School 7",306,162,52.9,144,47.1,9,2.9,138,45.1,151,49.3,3,1,1,0.3,3,1,1,0.3,24,7.8,21,6.9,"238",77.8,71.6,1703
"1704","10X363","Junior High-Intermediate-Middle",-73.90049,40.859496,"Academy For Personal Leadership And Excellence",889,401,45.1,488,54.9,21,2.4,129,14.5,710,79.9,1,0.1,10,1.1,18,2,0,0,253,28.5,241,27.1,"821",92.4,94.4,1704
